书名,作者,更新到,简介,详细连接,封面图
都市至强者降临,极地风刃,第一千四百三十三章 星林宇宙,一个300斤的大胖子，无意中得到一颗神秘珠子。他想的第一件事便是如何将自己这一身肥肉给减下来。?详细>>,http://book.km.com/shuku/1472464.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我在女子监狱的日子,忘忧森林,第2397章 小人之心度君子之腹,很多朋友都说进了事业单位工作很轻松，但我每天都累成狗，因为我是这所女子监狱里，唯一的男管教。（本故事...?详细>>,http://book.km.com/shuku/1457767.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
九阳帝尊,常八九,第2853章  揭晓,五帝一狂的狂君陆玄，在耗尽心血斩杀天下第一高手穹庐妖帝后，被好友灼阳大帝偷袭杀死。重生三百年后，物是...?详细>>,http://book.km.com/shuku/1415071.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
男人不低头,独醉雅,新书【主千秋】  第一章,妻子是个警花。可是同居三年，我连碰都没碰过她。因为我只是个上门女婿。她们一家人都挤兑我。原本已经逆来...?详细>>,http://book.km.com/shuku/1376378.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
超级武神,语成,第3269章　本源界,落魄世家子弟林牧，偶得斩仙飞刀，可吞噬神魔众生，透视天地万物，自此困龙升天，势不可挡。一步武神，一步...?详细>>,http://book.km.com/shuku/1342077.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我的绝色总裁老婆,骑猫的鱼,第2581章 炸帅不是靠脸吃饭！,硬汉高手回归都市，一路张狂帅气，锋芒毕露，冷艳绝色总裁看之不起反被征服！友情提示：纯洁男女勿入！?详细>>,http://book.km.com/shuku/1343854.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
玄龙战神,黑影,第1114章  难题,一条龙魂，一副铁躯，踏遍玄龙大陆！一身虎胆，一丝柔情，寻找苍穹冥界！一缕执念，一腔热血，走出天地乾坤...?详细>>,http://book.km.com/shuku/1465021.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
异世邪君,风凌天下,新书《天域苍穹》登陆起点！希望大家支持！,世间毁誉，世人冷眼，与我何干？我自淡然一笑；以吾本性，快意恩仇，以吾本心，遨游世间，我命由我不由天！...?详细>>,http://book.km.com/shuku/167656.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
黑道学生之校园狂少,七十二翼天使,第一千一百零七章 东非大黑袍,绝不能让美女们在黑夜里寂寞地哭泣！时隔十二年，再开黑道学生，原汁原味，更热血，更搞笑，更暧昧！?详细>>,http://book.km.com/shuku/1421719.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
绝望教室,忘记离愁,第一千零二十一章，大结局,原本只是一场恶作剧的投票游戏，却引发了接连不断的惨剧，班级里面的同学一个接着一个死去。?详细>>,http://book.km.com/shuku/1342881.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
校花之贴身高手,寂无,番外一：魔祖,他，从小跟着异人修练逆天诀，进入最神秘的特种部队，成为一名令人闻风丧胆的恐怖杀手。一次失败，他提前退...?详细>>,http://book.km.com/shuku/926426.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我的绝色总裁老婆,李暮歌,第2791章 血河,没有人知道他从哪里来，但是见过他真面目的对他只有一个评价，那就是和魔鬼签订过契约的人。外人都称呼他为...?详细>>,http://book.km.com/shuku/1389655.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
抗日之暴力军团,千煌,第1574章 发现问题的小鬼子。,华夏闪电特种部队总教官雷战，重生抗日时期！他的到来，让小鬼子闻风丧胆！他的存在，让小鬼子寝食难安！他...?详细>>,http://book.km.com/shuku/1413027.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
白袍总管,萧舒,新书也开始写着了，可以去尝尝鲜,身怀佛家神通，进入国公府成为杂役，江湖之中，庙堂之上，儿女情长，英雄壮歌。?详细>>,http://book.km.com/shuku/1391517.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
神级强者在都市,剑锋,第3203章 斩尽杀绝,未世特战兵王，在一次执行女娲补天任务中出现意外，灵魂附身在一个二十一世纪胆小怕事，性格懦弱的大家族少...?详细>>,http://book.km.com/shuku/1389094.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
抗战之血染山河,白色孤岛1,第一千四百二十五章 比试,杨凌，第61师少尉排长，血战淞沪，喋血南京，鏖战兰封，扬威武汉……百万将士赴国难，血染山河战不休，他...?详细>>,http://book.km.com/shuku/1449398.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
通天武尊,夜云端,大结局（新书，遮天神皇）,他是绝世炼丹天才，因生来不能修炼武道，遭到自己最亲近的女人背叛杀害，转世重生于一个被人欺凌的废材少年...?详细>>,http://book.km.com/shuku/1391422.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
官途之平步青云,风水,第825章 最后的结局,醒掌天下权，如履薄冰；醉卧美人膝，如临深渊。齐宝偶获异能后，便遭遇困境，巧妙化解后，从乡镇起步，一步...?详细>>,http://book.km.com/shuku/1391294.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
抗日之铁血智将,574981,第1372章 番外篇（完）,重新回归抗战军事小说！临危受命反围剿！孤军深入建根据地！孤身一人下江南，看主角如何从一个作战参谋在抗...?详细>>,http://book.km.com/shuku/1450333.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我的性感女房客,摩八零,第七百一十五章  并非尾声的尾声,她是哥的美女老板，也是哥的性感房客，谁敢打她主意，哥让你死得比猪还惨！这是一个杀手之王回归都市的火爆...?详细>>,http://book.km.com/shuku/1341509.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
战神狂飙,一念汪洋,第2852章：杀光便是,世人敢问，何谓战神？“便是以肉身霸世，拳爆星空，掌裂苍穹，一路摧枯拉朽，横推八荒六合１“便是怀勇猛之...?详细>>,http://book.km.com/shuku/1337073.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
完美至尊,观鱼,第4630章   生死一线！,时代天运，武道纵横！少年林凌自小被封印，受尽欺辱，当一双神秘的眼瞳觉醒时，曾经的强者，古老的神话，神...?详细>>,http://book.km.com/shuku/1390710.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
无敌剑域,青鸾峰上,2632章：这剑好像是我的吧？,如果杀人不是为了装逼，那将毫无意义；如果活着不是为了装逼，那还不如死了。杀，就杀他个尸横遍野，装，就...?详细>>,http://book.km.com/shuku/1491127.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
星魂战神,灵隐狐,第两千三百八十一章 众生平等，星魂传说（大结局）,寻常武者以大荒猛兽为星魂；天才以狻猊、穷奇等神兽为星魂；绝顶天骄以麒麟、青龙、鲲鹏为星魂，修炼到巅峰...?详细>>,http://book.km.com/shuku/1414952.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
特种兵王在山村,圣手方方,第1400章　声东击西,他是华夏特种兵的最强战兵，也是敌人眼中的终极恶魔，如今解甲归田、归隐农林，隐藏在偏僻山村享受平静生活...?详细>>,http://book.km.com/shuku/1463271.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
美女总裁的极品高手,易继风,第2815章 老婆，没事了,他表面上帅气潇洒，是所有男人羡慕嫉妒恨的对象，暗地里却是让各方大佬闻风丧胆的过江龙，一纸婚约，让他重...?详细>>,http://book.km.com/shuku/1412919.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
天庭小狱卒,零九二五,第二千二百零一章 告别晚宴,大难不死的刘浪意外成为天庭仙狱的一个小狱卒，从此，他和那些犯了事儿的神仙们打成一片，法宝，丹药，仙术...?详细>>,http://book.km.com/shuku/1409654.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
至尊重生,草根,第三千五百一十一章  天帝传承,一代至强武帝陈雷，渡最强天劫，莫名回到少年时代，从此开启逆天无敌之旅。敌人全部碾压，仇人全部清算，异...?详细>>,http://book.km.com/shuku/1390703.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
小农民修真,老树昏鸭,第一千六百三十章 危机并未解除,厌烦都市生活，得龙之传承，回村种种田。?详细>>,http://book.km.com/shuku/1391414.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
活人回避,风尘散人,终章：传奇,二十岁那年我因为贪财收了一件不该收的古董，从那以后，为了活命，我不得不一次次出入那些对于活人来说十死...?详细>>,http://book.km.com/shuku/1378419.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
不灭龙帝,妖夜,第2466章 不算有名,身怀绝世血脉，少年自北漠拉棺而来，他要将世上神魔全部埋葬。?详细>>,http://book.km.com/shuku/1393150.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
都市超级医仙,南极海,第一千二百八十八章 你有意见？（3更）,左手惊天医术、右手至强武功，且，携带百年记忆，重生回归都市，这一世，定要纵横无敌、执掌一切，登临苍穹...?详细>>,http://book.km.com/shuku/1478801.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
大仙医,闷骚的蝎子,第698章大结局,萧逸，本是玄医门一代炼丹宗师，意外身死，附身于海城市一个落魄青年身上，重生于一家中医馆内，失传已久的...?详细>>,http://book.km.com/shuku/202650.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
大话西游之超级小白龙,侠扯蛋,第2151章 小白，该你上场了,龙小白，意外穿越西游世界小白龙的身上，获得大话西游系统。从此，他不是坐骑，而是取经队伍的主力。且看他...?详细>>,http://book.km.com/shuku/1462029.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
护美狂医,星际银河,第1877章 我已人间无敌（大结局）,小子唐天，懂抓鬼，能治病，道术通神，医术逆天，是美女就泡，是情敌就扁，大家最好别惹我，发飙起来捅破天...?详细>>,http://book.km.com/shuku/1412313.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
九鼎记,我吃西红柿,番茄新书《雪鹰领主》五十万字了，可以看了~~,自禹皇五斧劈山，统一天下，划分九州，立九鼎后，这片大地便被称为九州。禹皇离世后，天下便纷争不断。千年...?详细>>,http://book.km.com/shuku/105560.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
天唐锦绣,公子許,第一千四百六十一章 粮食哪儿去了？（中）,穿越是一件很有意思的事儿，但是当房俊穿越到那位浑身冒着绿油油光芒的唐朝同名前辈身上，就感觉生活全都不...?详细>>,http://book.km.com/shuku/1414564.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
邪龙狂兵,说梦煮酒,第2222章 另类法器,他是魔影杀手，他是兵王之王！神秘部队的天之骄子，为了一个不能说的任务，龙卧花都。一双铁拳，打遍阴暗角...?详细>>,http://book.km.com/shuku/1429360.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
万道成神,新版红双喜,第两千三百三十四章 万道成神大结局,挥袖翻云覆雨，拳出天崩地裂！这是一个恢弘的世界，这是一个强者为尊的武者世界！上古封神一战引动天怒，降...?详细>>,http://book.km.com/shuku/1340797.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我的极品女房东,玉米加农炮,第九百七十五章 怎么，不欢迎？,因一次意外，庞学峰可以看到别人的生命，感情，财气，事业四大基础气运。从此，一个小小的送水工的命运发生...?详细>>,http://book.km.com/shuku/1390674.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
仙界归来,静夜寄思,万界番外篇（四）雷霆万钧灭神殿，运筹帷幄统万界,仙界一代通天巨擘魂飞魄散，一缕魂魄回归到地球上原本的身体之中，唐修惊讶地发现仙界过去了一万年，地球上...?详细>>,http://book.km.com/shuku/1393304.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
职场风云：我的极品老婆,叼西人,番外之朱子情（4）,蜀道难，难于上青天，官场之难，尤在其上，陈兴没钱没权没势，端着公务员的铁饭碗，本想着这辈子也不会有啥...?详细>>,http://book.km.com/shuku/1264676.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
万道龙皇,牧童听竹,第1714章 连斩强敌,〔暴爽玄幻，最热爽文〕少年陆鸣，血脉被夺，沦为废人，受尽屈辱。幸得至尊神殿，重生无上血脉，从此脚踏天...?详细>>,http://book.km.com/shuku/1472654.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
